 25,  58112
220,   8493
  0,   6721
  0,   6720
  0,  56803
 45,     33
 65,     27
 64,     27
227,  11742
 33,  16640
 28,  16384
 28,  58112
223,   8493
  0,   7489
  0,   7488
  0,  57571
 45,     33
 64,     30
 66,     30
 65,     30
 64,     30
227,  11745
 33,  16640
 31,  16384
 31,  58112
226,   8493
  0,   8257
  0,   8256
  0,  58339
 45,     33
 65,     33
 64,     33
227,  11748
 33,  16640
 34,  16384
 34,  58112
229,   8493
  0,   9025
  0,   9024
  0,  59107
 45,     33
 65,     36
 64,     36
227,  11751
 33,  16640
 37,  16384
 37,  58112
232,   8493
  0,   9793
  0,   9792
  0,  59875
 45,     33
 65,     39
 64,     39
227,  11754
 33,  16384
 40,  16896
 40,  16640
 40,  16384
 40,  58112
235,   8493
  0,  10561
  0,  10560
  0,  60643
 45,     33
 65,     42
 64,     42
227,  11757
 33,  16640
 43,  16384
 43,  58112
238,   8493
  0,  11329
  0,  11328
  0,  61411
 45,     33
 65,     45
 64,     45
227,  11760
 33,  16640
 46,  16384
 46,  58112
241,   8493
  0,  12097
  0,  12096
  0,  62179
 45,     33
 65,     48
 64,     48
227,  11763
 33,  16640
 49,  16384
 49,  58112
244,   8493
  0,  12864
  0,  12866
  0,  12865
  0,  12864
  0,  62947
 45,     33
 65,     51
 64,     51
227,  11766
 33,  16640
 52,  16384
 52,  58112
247,   8493
  0,  13633
  0,  13632
  0,  63715
 45,     33
 65,     54
 64,     54
227,  11769
 33,  16640
 55,  16384
 55,  58112
250,   8493
  0,  14401
  0,  14400
  0,  64483
 45,     33
 65,     57
 64,     57
227,  11772
 33,  16640
 58,  16384
 58,  58112
253,   8493
  0,  15169
  0,  15168
  0,  65251
 45,     33
 64,     60
 66,     60
 65,     60
 64,     60
227,  11775
 33,  16640
 61,  16384
 61,  58112
  0,   8494
  0,  15937
  0,  15936
  0,    483
 46,     33
 65,     63
 64,     63
227,  11778
 33,  16640
 64,  16384
 64,  58112
  3,   8494
  0,  16705
  0,  16704
  0,   1251
 46,     33
 65,     66
 64,     66
227,  11781
 33,  16640
 67,  16384
 67,  58112
  6,   8494
  0,  17473
  0,  17472
  0,   2019
 46,     33
 65,     69
 64,     69
227,  11784
 33,  16384
 70,  16896
 70,  16640
 70,  16384
 70,  58112
  9,   8494
  0,  18241
  0,  18240
  0,   2787
 46,     33
 65,     72
 64,     72
227,  11787
 33,  16640
 73,  16384
 73,  58112
 12,   8494
  0,  19009
  0,  19008
  0,   3555
 46,     33
 65,     75
 64,     75
227,  11790
 33,  16640
 76,  16384
 76,  58112
 15,   8494
  0,  19777
  0,  19776
  0,   4323
 46,     33
 65,     78
 64,     78
227,  11793
 33,  16640
 79,  16384
 79,  58112
 18,   8494
  0,  20544
  0,  20546
  0,  20545
  0,  20544
  0,   5091
 46,     33
 65,     81
 64,     81
227,  11796
 33,  16640
 82,  16384
 82,  58112
 21,   8494
  0,  21313
  0,  21312
  0,   5859
 46,     33
 65,     84
 64,     84
227,  11799
 33,  16640
 85,  16384
 85,  58112
 24,   8494
  0,  22081
  0,  22080
  0,   6627
 46,     33
 65,     87
 64,     87
227,  11802
 33,  16640
 88,  16384
 88,  58112
 27,   8494
  0,  22849
  0,  22848
  0,   7395
 46,     33
 64,     90
 66,     90
 65,     90
 64,     90
227,  11805
 33,  16640
 91,  16384
 91,  58112
 30,   8494
  0,  23617
  0,  23616
  0,   8163
 46,     33
 65,     93
 64,     93
227,  11808
 33,  16640
 94,  16384
 94,  58112
 33,   8494
  0,  24385
  0,  24384
  0,   8931
 46,     33
 65,     96
 64,     96
227,  11811
 33,  16640
 97,  16384
 97,  58112
 36,   8494
  0,  25153
  0,  25152
  0,   9699
 46,     33
 65,     99
 64,     99
227,  11814
 33,  16384
100,  16896
100,  16640
100,  16384
100,  58112
 39,   8494
  0,  25921
  0,  25920
  0,  10467
 46,     33
 65,    102
 64,    102
227,  11817
 33,  16640
103,  16384
103,  58112
 42,   8494
  0,  26689
  0,  26688
  0,  11235
 46,     33
 65,    105
 64,    105
227,  11820
 33,  16640
106,  16384
106,  58112
 45,   8494
  0,  27457
  0,  27456
  0,  12003
 46,     33
 65,    108
 64,    108
227,  11823
 33,  16640
109,  16384
109,  58112
 48,   8494
  0,  28224
  0,  28226
  0,  28225
  0,  28224
  0,  12771
 46,     33
 65,    111
 64,    111
227,  11826
 33,  16640
112,  16384
112,  58112
 51,   8494
  0,  28993
  0,  28992
  0,  13539
 46,     33
 65,    114
 64,    114
227,  11829
 33,  16640
115,  16384
115,  58112
 54,   8494
  0,  29761
  0,  29760
  0,  14307
 46,     33
 65,    117
 64,    117
227,  11832
 33,  16640
118,  16384
118,  58112
 57,   8494
  0,  30529
  0,  30528
  0,  15075
 46,     33
 64,    120
 66,    120
 65,    120
 64,    120
227,  11835
 33,  16640
121,  16384
121,  58112
 60,   8494
  0,  31297
  0,  31296
  0,  15843
 46,     33
 65,    123
 64,    123
227,  11838
 33,  16640
124,  16384
124,  58112
 63,   8494
  0,  32065
  0,  32064
  0,  16611
 46,     33
 65,    126
 64,    126
227,  11841
 33,  16640
127,  16384
127,  58112
 66,   8494
  0,  32833
  0,  32832
  0,  17379
 46,     33
 65,    129
 64,    129
227,  11844
 33,  16384
130,  16896
130,  16640
130,  16384
130,  58112
 69,   8494
  0,  33601
  0,  33600
  0,  18147
 46,     33
 65,    132
 64,    132
227,  11847
 33,  16640
133,  16384
133,  58112
 72,   8494
  0,  34369
  0,  34368
  0,  18915
 46,     33
 65,    135
 64,    135
227,  11850
 33,  16640
136,  16384
136,  58112
 75,   8494
  0,  35137
  0,  35136
  0,  19683
 46,     33
 65,    138
 64,    138
227,  11853
 33,  16640
139,  16384
139,  58112
 78,   8494
  0,  35904
  0,  35906
  0,  35905
  0,  35904
  0,  20451
 46,     33
 65,    141
 64,    141
227,  11856
 33,  16640
142,  16384
142,  58112
 81,   8494
  0,  36673
  0,  36672
  0,  21219
 46,     33
 65,    144
 64,    144
227,  11859
 33,  16640
145,  16384
145,  58112
 84,   8494
  0,  37441
  0,  37440
  0,  21987
 46,     33
 65,    147
 64,    147
227,  11862
 33,  16640
148,  16384
148,  58112
 87,   8494
  0,  38209
  0,  38208
  0,  22755
 46,     33
 64,    150
 66,    150
 65,    150
 64,    150
227,  11865
 33,  16640
151,  16384
151,  58112
 90,   8494
  0,  38977
  0,  38976
  0,  23523
 46,     33
 65,    153
 64,    153
227,  11868
 33,  16640
154,  16384
154,  58112
 93,   8494
  0,  39745
  0,  39744
  0,  24291
 46,     33
 65,    156
 64,    156
227,  11871
 33,  16640
157,  16384
157,  58112
 96,   8494
  0,  40513
  0,  40512
  0,  25059
 46,     33
 65,    159
 64,    159
227,  11874
 33,  16384
160,  16896
160,  16640
160,  16384
160,  58112
 99,   8494
  0,  41281
  0,  41280
  0,  25827
 46,     33
 65,    162
 64,    162
227,  11877
 33,  16640
163,  16384
163,  58112
102,   8494
  0,  42049
  0,  42048
  0,  26595
 46,     33
 65,    165
 64,    165
227,  11880
 33,  16640
166,  16384
166,  58112
105,   8494
  0,  42817
  0,  42816
  0,  27363
 46,     33
 65,    168
 64,    168
227,  11883
 33,  16640
169,  16384
169,  58112
108,   8494
  0,  43584
  0,  43586
  0,  43585
  0,  43584
  0,  28131
 46,     33
 65,    171
 64,    171
227,  11886
 33,  16640
172,  16384
172,  58112
111,   8494
  0,  44353
  0,  44352
  0,  28899
 46,     33
 65,    174
 64,    174
227,  11889
 33,  16640
175,  16384
175,  58112
114,   8494
  0,  45121
  0,  45120
  0,  29667
 46,     33
 65,    177
 64,    177
227,  11892
 33,  16640
178,  16384
178,  58112
117,   8494
  0,  45889
  0,  45888
  0,  30435
 46,     33
 64,    180
 66,    180
 65,    180
 64,    180
227,  11895
 33,  16640
181,  16384
181,  58112
120,   8494
  0,  46657
  0,  46656
  0,  31203
 46,     33
 65,    183
 64,    183
227,  11898
 33,  16640
184,  16384
184,  58112
123,   8494
  0,  47425
  0,  47424
  0,  31971
 46,     33
 65,    186
 64,    186
227,  11901
 33,  16640
187,  16384
187,  58112
126,   8494
  0,  48193
  0,  48192
  0,  32739
 46,     33
 65,    189
 64,    189
227,  11904
 33,  16384
190,  16896
190,  16640
190,  16384
190,  58112
129,   8494
  0,  48961
  0,  48960
  0,  33507
 46,     33
 65,    192
 64,    192
227,  11907
 33,  16640
193,  16384
193,  58112
132,   8494
  0,  49729
  0,  49728
  0,  34275
 46,     33
 65,    195
 64,    195
227,  11910
 33,  16640
196,  16384
196,  58112
135,   8494
  0,  50497
  0,  50496
  0,  35043
 46,     33
 65,    198
 64,    198
227,  11913
 33,  16640
199,  16384
199,  58112
138,   8494
  0,  51264
  0,  51266
  0,  51265
  0,  51264
  0,  35811
 46,     33
 65,    201
 64,    201
227,  11916
 33,  16640
202,  16384
202,  58112
141,   8494
  0,  52033
  0,  52032
  0,  36579
 46,     33
 65,    204
 64,    204
227,  11919
 33,  16640
205,  16384
205,  58112
144,   8494
  0,  52801
  0,  52800
  0,  37347
 46,     33
 65,    207
 64,    207
227,  11922
 33,  16640
208,  16384
208,  58112
147,   8494
  0,  53569
  0,  53568
  0,  38115
 46,     33
 64,    210
 66,    210
 65,    210
 64,    210
227,  11925
 33,  16640
211,  16384
211,  58112
150,   8494
  0,  54337
  0,  54336
  0,  38883
 46,     33
 65,    213
 64,    213
227,  11928
 33,  16640
214,  16384
214,  58112
153,   8494
  0,  55105
  0,  55104
  0,  39651
 46,     33
 65,    216
 64,    216
227,  11931
 33,  16640
217,  16384
217,  58112
156,   8494
  0,  55873
  0,  55872
  0,  40419
 46,     33
 65,    219
 64,    219
227,  11934
 33,  16384
220,  16896
220,  16640
220,  16384
220,  58112
159,   8494
  0,  56641
  0,  56640
  0,  41187
 46,     33
 65,    222
 64,    222
227,  11937
 33,  16640
223,  16384
223,  58112
162,   8494
  0,  57409
  0,  57408
  0,  41955
 46,     33
 65,    225
 64,    225
227,  11940
 33,  16640
226,  16384
226,  58112
165,   8494
  0,  58177
  0,  58176
  0,  42723
 46,     33
 65,    228
 64,    228
227,  11943
 33,  16640
229,  16384
229,  58112
168,   8494
  0,  58944
  0,  58946
  0,  58945
  0,  58944
  0,  43491
 46,     33
 65,    231
 64,    231
227,  11946
 33,  16640
232,  16384
232,  58112
171,   8494
  0,  59713
  0,  59712
  0,  44259
 46,     33
 65,    234
 64,    234
227,  11949
 33,  16640
235,  16384
235,  58112
174,   8494
  0,  60481
  0,  60480
  0,  45027
 46,     33
 65,    237
 64,    237
227,  11952
 33,  16640
238,  16384
238,  58112
177,   8494
  0,  61249
  0,  61248
  0,  45795
 46,     33
 64,    240
 66,    240
 65,    240
 64,    240
227,  11955
 33,  16640
241,  16384
241,  58112
180,   8494
  0,  62017
  0,  62016
  0,  46563
 46,     33
 65,    243
 64,    243
227,  11958
 33,  16640
244,  16384
244,  58112
183,   8494
  0,  62785
  0,  62784
  0,  47331
 46,     33
 65,    246
 64,    246
227,  11961
 33,  16640
247,  16384
247,  58112
186,   8494
  0,  63553
  0,  63552
  0,  48099
 46,     33
 65,    249
 64,    249
227,  11964
 33,  16384
250,  16896
250,  16640
250,  16384
250,  58112
189,   8494
  0,  64321
  0,  64320
  0,  48867
 46,     33
 65,    252
 64,    252
227,  11967
 33,  16640
253,  16384
253,  58112
192,   8494
  0,  65089
  0,  65088
  0,  49635
 46,     33
 65,    255
 64,    255
227,  11970
 33,  16640
  0,  16385
  0,  58113
195,   8494
  0,    321
  1,    320
  1,  50403
 46,     33
 65,    258
 64,    258
227,  11973
 33,  16640
  3,  16385
  3,  58113
198,   8494
  0,   1088
  1,   1090
  1,   1089
  1,   1088
  1,  51171
 46,     33
 65,    261
 64,    261
227,  11976
 33,  16640
  6,  16385
  6,  58113
201,   8494
  0,   1857
  1,   1856
  1,  51939
 46,     33
 65,    264
 64,    264
227,  11979
 33,  16640
  9,  16385
  9,  58113
204,   8494
  0,   2625
  1,   2624
  1,  52707
 46,     33
 65,    267
 64,    267
227,  11982
 33,  16640
 12,  16385
 12,  58113
207,   8494
  0,   3393
  1,   3392
  1,  53475
 46,     33
 64,    270
 66,    270
 65,    270
 64,    270
227,  11985
 33,  16640
 15,  16385
 15,  58113
210,   8494
  0,   4161
  1,   4160
  1,  54243
 46,     33
 65,    273
 64,    273
227,  11988
 33,  16640
 18,  16385
 18,  58113
213,   8494
  0,   4929
  1,   4928
  1,  55011
 46,     33
 65,    276
 64,    276
227,  11991
 33,  16640
 21,  16385
 21,  58113
216,   8494
  0,   5697
  1,   5696
  1,  55779
 46,     33
 65,    279
 64,    279
227,  11994
 33,  16384
 24,  16897
 24,  16641
 24,  16385
 24,  58113
219,   8494
  0,   6465
  1,   6464
  1,  56547
 46,     33
 65,    282
 64,    282
227,  11997
 33,  16640
 27,  16385
 27,  58113
222,   8494
  0,   7233
  1,   7232
  1,  57315
 46,     33
 65,    285
 64,    285
227,  12000
 33,  16640
 30,  16385
 30,  58113
225,   8494
  0,   8001
  1,   8000
  1,  58083
 46,     33
 65,    288
 64,    288
227,  12003
 33,  16640
 33,  16385
 33,  58113
228,   8494
  0,   8768
  1,   8770
  1,   8769
  1,   8768
  1,  58851
 46,     33
 65,    291
 64,    291
227,  12006
 33,  16640
 36,  16385
 36,  58113
231,   8494
  0,   9537
  1,   9536
  1,  59619
 46,     33
 65,    294
 64,    294
227,  12009
 33,  16640
 39,  16385
 39,  58113
234,   8494
  0,  10305
  1,  10304
  1,  60387
 46,     33
 65,    297
 64,    297
227,  12012
 33,  16640
 42,  16385
 42,  58113
237,   8494
  0,  11073
  1,  11072
  1,  61155
 46,     33
 64,    300
 66,    300
 65,    300
 64,    300
227,  12015
 33,  16640
 45,  16385
 45,  58113
240,   8494
  0,  11841
  1,  11840
  1,  61923
 46,     33
 65,    303
 64,    303
227,  12018
 33,  16640
 48,  16385
 48,  58113
243,   8494
  0,  12609
  1,  12608
  1,  62691
 46,     33
 65,    306
 64,    306
227,  12021
 33,  16640
 51,  16385
 51,  58113
246,   8494
  0,  13377
  1,  13376
  1,  63459
 46,     33
 65,    309
 64,    309
227,  12024
 33,  16384
 54,  16897
 54,  16641
 54,  16385
 54,  58113
249,   8494
  0,  14145
  1,  14144
  1,  64227
 46,     33
 65,    312
 64,    312
227,  12027
 33,  16640
 57,  16385
 57,  58113
252,   8494
  0,  14913
  1,  14912
  1,  64995
 46,     33
 65,    315
 64,    315
227,  12030
 33,  16640
 60,  16385
 60,  58113
255,   8494
  0,  15681
  1,  15680
  1,    227
 47,     33
 65,    318
 64,    318
227,  12033
 33,  16640
 63,  16385
 63,  58113
  2,   8495
  0,  16448
  1,  16450
  1,  16449
  1,  16448
  1,    995
 47,     33
 65,    321
 64,    321
227,  12036
 33,  16640
 66,  16385
 66,  58113
  5,   8495
  0,  17217
  1,  17216
  1,   1763
 47,     33
 65,    324
 64,    324
227,  12039
 33,  16640
 69,  16385
 69,  58113
  8,   8495
  0,  17985
  1,  17984
  1,   2531
 47,     33
 65,    327
 64,    327
227,  12042
 33,  16640
 72,  16385
 72,  58113
 11,   8495
  0,  18753
  1,  18752
  1,   3299
 47,     33
 64,    330
 66,    330
 65,    330
 64,    330
227,  12045
 33,  16640
 75,  16385
 75,  58113
 14,   8495
  0,  19521
  1,  19520
  1,   4067
 47,     33
 65,    333
 64,    333
227,  12048
 33,  16640
 78,  16385
 78,  58113
 17,   8495
  0,  20289
  1,  20288
  1,   4835
 47,     33
 65,    336
 64,    336
227,  12051
 33,  16640
 81,  16385
 81,  58113
 20,   8495
  0,  21057
  1,  21056
  1,   5603
 47,     33
 65,    339
 64,    339
227,  12054
 33,  16384
 84,  16897
 84,  16641
 84,  16385
 84,  58113
 23,   8495
  0,  21825
  1,  21824
  1,   6371
 47,     33
 65,    342
 64,    342
227,  12057
 33,  16640
 87,  16385
 87,  58113
 26,   8495
  0,  22593
  1,  22592
  1,   7139
 47,     33
 65,    345
 64,    345
227,  12060
 33,  16640
 90,  16385
 90,  58113
 29,   8495
  0,  23361
  1,  23360
  1,   7907
 47,     33
 65,    348
 64,    348
227,  12063
 33,  16640
 93,  16385
 93,  58113
 32,   8495
  0,  24128
  1,  24130
  1,  24129
  1,  24128
  1,   8675
 47,     33
 65,    351
 64,    351
227,  12066
 33,  16640
 96,  16385
 96,  58113
 35,   8495
  0,  24897
  1,  24896
  1,   9443
 47,     33
 65,    354
 64,    354
227,  12069
 33,  16640
 99,  16385
 99,  58113
 38,   8495
  0,  25665
  1,  25664
  1,  10211
 47,     33
 65,    357
 64,    357
227,  12072
 33,  16640
102,  16385
102,  58113
 41,   8495
  0,  26433
  1,  26432
  1,  10979
 47,     33
 64,    360
 66,    360
 65,    360
 64,    360
227,  12075
 33,  16640
105,  16385
105,  58113
 44,   8495
  0,  27201
  1,  27200
  1,  11747
 47,     33
 65,    363
 64,    363
227,  12078
 33,  16640
108,  16385
108,  58113
 47,   8495
  0,  27969
  1,  27968
  1,  12515
 47,     33
 65,    366
 64,    366
227,  12081
 33,  16640
111,  16385
111,  58113
 50,   8495
  0,  28737
  1,  28736
  1,  13283
 47,     33
 65,    369
 64,    369
227,  12084
 33,  16384
114,  16897
114,  16641
114,  16385
114,  58113
 53,   8495
  0,  29505
  1,  29504
  1,  14051
 47,     33
 65,    372
 64,    372
227,  12087
 33,  16640
117,  16385
117,  58113
 56,   8495
  0,  30273
  1,  30272
  1,  14819
 47,     33
 65,    375
 64,    375
227,  12090
 33,  16640
120,  16385
120,  58113
 59,   8495
  0,  31041
  1,  31040
  1,  15587
 47,     33
 65,    378
 64,    378
227,  12093
 33,  16640
123,  16385
123,  58113
 62,   8495
  0,  31808
  1,  31810
  1,  31809
  1,  31808
  1,  16355
 47,     33
 65,    381
 64,    381
227,  12096
 33,  16640
126,  16385
126,  58113
 65,   8495
  0,  32577
  1,  32576
  1,  17123
 47,     33
 65,    384
 64,    384
227,  12099
 33,  16640
129,  16385
129,  58113
 68,   8495
  0,  33345
  1,  33344
  1,  17891
 47,     33
 65,    387
 64,    387
227,  12102
 33,  16640
132,  16385
132,  58113
 71,   8495
  0,  34113
  1,  34112
  1,  18659
 47,     33
 64,    390
 66,    390
 65,    390
 64,    390
227,  12105
 33,  16640
135,  16385
135,  58113
 74,   8495
  0,  34881
  1,  34880
  1,  19427
 47,     33
 65,    393
 64,    393
227,  12108
 33,  16640
138,  16385
138,  58113
 77,   8495
  0,  35649
  1,  35648
  1,  20195
 47,     33
 65,    396
 64,    396
227,  12111
 33,  16640
141,  16385
141,  58113
 80,   8495
  0,  36417
  1,  36416
  1,  20963
 47,     33
 65,    399
 64,    399
227,  12114
 33,  16384
144,  16897
144,  16641
144,  16385
144,  58113
 83,   8495
  0,  37185
  1,  37184
  1,  21731
 47,     33
 65,    402
 64,    402
227,  12117
 33,  16640
147,  16385
147,  58113
 86,   8495
  0,  37953
  1,  37952
  1,  22499
 47,     33
 65,    405
 64,    405
227,  12120
 33,  16640
150,  16385
150,  58113
 89,   8495
  0,  38721
  1,  38720
  1,  23267
 47,     33
 65,    408
 64,    408
227,  12123
 33,  16640
153,  16385
153,  58113
 92,   8495
  0,  39488
  1,  39490
  1,  39489
  1,  39488
  1,  24035
 47,     33
 65,    411
 64,    411
227,  12126
 33,  16640
156,  16385
156,  58113
 95,   8495
  0,  40257
  1,  40256
  1,  24803
 47,     33
 65,    414
 64,    414
227,  12129
 33,  16640
159,   7425
